年级,院系名称,院系号,专业名称,修读类型,方案名称,方案计划号,课程总门数,课程总学分,要求总学分,课程总学时,学制类型,学科目录,主要课程
2022,华西临床医学院,502,临床医学（五年制卓越检验医师试验班）,主修,临床医学（五年制卓越检验医师试验班）培养方案,10332,114,253,238,4930,本科（五年制）,医学,
2022,华西临床医学院,502,临床医学,主修,临床医学培养方案,10156,114,253,238,4932,本科（五年制）,医学,人体解剖学、组织胚胎学、生理学、病理生理学、病理学、诊断学、内科学、外科学（系统整合临床课程）、妇产科学、儿科、中医学、循证医学、全科医学概论
2022,华西临床医学院,502,临床医学（八年制）,主修,临床医学（八年制）培养方案,10013,129,372.5,368,7394,本科（八年制）,医学,解剖学（人体形态学模块）、组织胚胎学、生物化学、生理学、病理学、病理生理学、诊断学、科研能力培养模块、健康与社会模块、整合内科学、外科学（各器官系统疾病）、妇产科学、儿科学、全科医学概论等
2022,华西临床医学院,502,眼视光学,主修,眼视光学培养方案,10105,75,186,183,3713,本科（四年制）,医学,人体解剖学、生理学、病理生理学、病理学、诊断学、内科学、外科学（系统整合临床课程）、生理光学、眼视光应用光学、视光学原理和方法、眼镜光学、角膜接触镜学、双眼视和眼球运动异常、眼视光学特殊检查诊断学、眼科学。
2022,华西临床医学院,502,康复治疗学（物理治疗方向）,主修,康复治疗学（物理治疗）培养方案,10056,74,184.5,176,3794,本科（四年制）,医学,功能解剖(双语)、社区生活独立技巧和伤残管理(全英文课程)、练习与运动科学(双语)、理疗物理治疗临床科学与实践(双语)、物理治疗从业基础(双语)、人体运动学(双语)、骨骼肌肉系统物理治疗临床科学与实践I&II(双语)、心肺系统物理治疗临床科学与实践(双语)、临床神经科学(双语)、儿童神经与发育障碍的物理治疗管理(双语)、成人神经障碍的物理治疗管理(双语)
2022,华西临床医学院,502,康复治疗学（作业治疗方向）,主修,康复治疗学（作业治疗）培养方案,10078,76,181,178,3917,本科（四年制）,医学,系统整合临床课程（Ⅲ）-1、系统整合临床课程（Ⅲ）-2、社区生活独立技巧和伤残管理(双语)、临床医学及神经病学(双语)、临床发育障碍学(双语)、临床精神病学(双语)、作业治疗之身心功能基础学(双语)、临床骨骼肌肉学(双语)、作业治疗理论与实践I&II(双语)、心理社会功能障碍的作业治疗、躯体功能障碍的作业治疗II-神经康复、躯体功能障碍的作业治疗I-骨骼肌肉康复(双语)、环境问题的作业治疗(双语)、发育障碍的作业治疗(双语)、职业康复(双语)
2022,华西临床医学院,502,康复治疗学（假肢矫形方向）,主修,康复治疗学（假肢矫形）培养方案,10133,71,186,181,3623,本科（四年制）,医学,假肢矫形器概论(全英文)、下肢矫形器学(双语)、小腿假肢学(双语)、脊柱矫形器学(双语)、大腿假肢学(双语)、上肢假肢学(双语)、骨科康复学、上肢矫形器学(双语)、假肢矫形器专业管理(双语)
2022,华西临床医学院,502,护理学,主修,护理学培养方案,10228,73,166,171,3331,本科（四年制）,医学,护理学导论、护理学基础、健康评估、母婴护理学、儿科护理学、成人护理、社区护理学、危急重症护理学、老年护理学、精神病护理学、心理护理学、护理管理学、护理教育学、护理研究、护理伦理学、护理人际沟通与礼仪
2022,华西临床医学院,502,医学技术类,主修,医学技术类培养方案,10083,31,64,175,1202,本科（四年制）,医学,大学物理学、医科数学、系统解剖学、生理学、生物化学、病理生理、病理、诊断学等
2022,华西临床医学院,502,医学检验技术,主修,医学检验技术培养方案,10125,78,192.5,180,3911,本科（四年制）,医学,诊断学（Ⅱ）、临床基础检验技术、临床生物化学检验技术、临床实验室管理、临床输血学检验技术、临床分子生物学检验技术、临床血液学检验技术、临床微生物学检验技术、临床免疫学检验技术、临床检验仪器与技术、临床科研设计、检验医学进展（全英文）
2022,华西临床医学院,502,医学技术与智能制造双学士学位（医学检验技术方向）,主修,医学技术与智能制造双学士学位（医学检验技术方向）培养方案,10213,79,194.5,168,3947,本科（五年制）,,
2022,华西临床医学院,502,医学影像技术,主修,医学影像技术培养方案,10054,75,185,173,3686,本科（四年制）,医学,人体解剖学、医学影像物理学、生理学、病理生理学、病理学、诊断学、内科学、外科学（系统整合临床课程）、摄影学成像原理、医学影像信息学、影像设备学、现代成像技术、整合影像技术、超声检查学、临床核医学。
2022,华西临床医学院,502,医学影像技术（放射治疗技术方向）,主修,医学影像技术（放射治疗技术）培养方案,10143,85,216,183,4239,本科（四年制）,,人体解剖学、医学影像物理学、生理学、病理生理学、病理学、诊断学、内科学、外科学（系统整合临床课程）、摄影学成像原理、、影像设备学、现代成像技术、超声检查学、临床核医学、肿瘤学基础、放射治疗设备原理、肿瘤放射治疗技术、现代放疗技术现状和未来等。
2022,华西临床医学院,502,医学影像技术（超声医学技术方向）,主修,医学影像技术（超声医学技术方向）培养方案,10028,75,183,176,3890,本科（四年制）,医学,
2022,华西临床医学院,502,医学技术与智能制造双学士学位（医学影像技术方向）,主修,医学技术与智能制造双学士学位（医学影像技术方向）,10214,75,187.5,4,3815,本科（五年制）,,
2022,华西临床医学院,502,医学技术与智能制造双学士学位（眼视光学方向）,主修,医学技术与智能制造双学士学位（眼视光学方向）培养方案,10215,75,187.5,220,3815,本科（五年制）,,
2022,华西临床医学院,502,康复治疗学（呼吸治疗方向）,主修,康复治疗学（呼吸治疗方向）培养方案,10086,74,192.5,186,3821,本科（四年制）,医学,呼吸生理与肺功能学、呼吸治疗学、呼吸治疗设备学、机械通气、重症医学、呼吸治疗新进展等
2022,华西临床医学院,502,康复治疗学（听力与言语康复方向）,主修,康复治疗学（听力与言语康复方向）培养方案,10071,73,181.5,176,3655,本科（四年制）,,听力与言语科学基础（含声学基础、听觉言语解剖与生理）、诊断听力学、儿童听力学、听觉装置（助听器学、植入性及非植入性听觉装置）、言语语言康复学、耳鸣眩晕康复学、耳鼻咽喉科学（Ⅱ）、医学影像诊断学（Ⅱ）、系统整合临床课程（Ⅲ）-1、系统整合临床课程（Ⅲ）-2
2022,华西临床医学院,502,医学技术与智能制造双学士学位（康复治疗学方向）,主修,医学技术与智能制造双学士学位（康复治疗学方向）培养方案,10216,75,187.5,4,3815,本科（五年制）,,
2022,华西临床医学院,502,医学技术类（医学技术与智能制造双学士学位）,主修,医学技术类（医学技术与智能制造双学士学位）培养方案,10217,75,187.5,4,3815,本科（五年制）,,
2022,华西临床医学院,502,护理学（助产方向）,主修,护理学（助产方向）培养方案,10026,76,173,178,3463,本科（四年制）,医学,
2022,华西临床医学院,502,护理学与管理学双学士学位,主修,护理学与管理学双学士学位培养方案,10006,73,166,171,3331,本科（五年制）,,
2022,华西口腔医学院,503,口腔医学（5+3一体化）,主修,口腔医学（5+3一体化）培养方案,10218,93,216,171.5,4460,本科（5+3年制）,,
2022,华西口腔医学院,503,口腔医学（八年制）,主修,口腔医学（八年制）培养方案,10219,93,216,171.5,4460,本科（八年制）,,
2022,华西口腔医学院,503,口腔医学,主修,口腔医学培养方案,10084,93,216,171.5,4460,本科（五年制）,医学,口腔解剖生理学、口腔组织病理学、牙体牙髓病学、牙周病学、口腔黏膜病学、口腔颌面外科学、口腔修复学、口腔正畸学。
